event_type,attack_type,event_date,month,day,year,admin1,location,fatalities,sole_perpatrator_classification,extremist_beliefs_classification,connection_to_organized_extremist_group_classification,issue_type,motive,source,source_scale,major_media,notes
PROTESTS,VEHICLE,2025-03-10,3,10,2025,CALIFORNIA,SAN JOSE,0,YES,NO,NO,LABOR,OTHER,SAN JOSE SPOTLIGHT,SUBNATIONAL,NO,"ON 10 MARCH 2025, VALLEY TRANSPORTATION AUTHORITY (VTA) WORKERS PICKETED IN SAN JOSE (CALIFORNIA) TO DEMAND HIGHER WAGES AND A CONFLICT RESOLUTION PROCESS THAT WOULD ALLOW WORKERS TO PRESENT THEIR GRIEVANCES TO A NEUTRAL THIRD PARTY AND AVOID GOING TO COURT. THIS WAS THE FIRST DAY OF A STRIKE ORGANIZED BY ATU LOCAL 265. TWO PICKETERS WERE HURT WHEN A MARKED VTA TRUCK PUSHED THROUGH THE PICKET LINE AT LOW SPEED, AS ONE DEMONSTRATOR WAS SENT TO THE HOSPITAL AND ANOTHER SUFFERED MINOR INJURIES. A MOTIVE WAS NOT IMMEDIATELY CONFIRMED."
VIOLENCE AGAINST CIVILIANS,OTHER WEAPON,2023-06-17,6,17,2023,CALIFORNIA,HERMOSA BEACH,0,YES,NO,NO,LGBTQ+ RIGHTS,ANTI-LGBTQ,YAHOO NEWS,NATIONAL,NO,"ON 17 JUNE 2023, A MAN LIT A FIREWORK AND THREW IT INTO A CROWD AT THE VISTA BAR AND LOUNGE IN HERMOSA BEACH (CALIFORNIA) DURING AN LGBTQ+ PRIDE EVENT. THE FIREWORK EXPLODED AND INJURED SEVERAL PEOPLE. THE MAN THEN FLED ON A MOTORIZED BIKE WITH AN AMERICAN FLAG ON THE BACK. AN INVESTIGATION INTO THE INCIDENT IS ONGOING."
RIOTS,ASSAULT,2023-10-12,10,12,2023,ARIZONA,PHOENIX,0,NO,YES,NO,LGBTQ+ RIGHTS,ANTI-LGBTQ,FOX10 (PHOENIX); SCHOLARS AT RISK,OTHER-SUBNATIONAL,NO,"ON 12 OCTOBER 2023, TWO MEMBERS OF TURNING POINT USA BEGAN TO FOLLOW A QUEER UNIVERSITY PROFESSOR AFTER HE EXITED A CLASS HE WAS TEACHING ON LGBTQ+ YOUTH IN POP CULTURE AND POLITICS ON THE CAMPUS OF THE UNIVERSITY OF ARIZONA IN PHOENIX (ARIZONA). THE TPUSA MEMBERS FILMED THE PROFESSOR WHILE ACCUSING HIM OF BEING 'OBSESSED WITH SEX EDUCATION,' 'PUSHING SODOMY ON YOUNG PEOPLE,' AND BEING 'ATTRACTED TO MINORS.' EVENTUALLY, THE PROFESSOR TRIED TO PUSH THE CAMERA FILMING HIM AWAY, AT WHICH POINT HE WAS ROUGHLY SHOVED TO THE GROUND FROM BEHIND, CAUSING HIM TO BLEED FROM HIS FACE."
RIOTS,ASSAULT,2022-04-01,4,1,2022,CALIFORNIA,PASADENA,0,NO,NO,NO,LGBTQ+ RIGHTS,ANTI-LGBTQ,KTLA5; RAWSTORY; LOS ANGELES TIMES; FOX11 (LOS ANGELES),SUBNATIONAL-NATIONAL,NO,"ON 1 APRIL 2022, BETWEEN 6-10 MEN ATTACKED ANOTHER GROUP OF 6 MEN OUTSIDE OF THE IX TAPA CANTINA IN PASADENA (CALIFORNIA), WHICH IS A MEXICAN EATERY AND BAR THAT HOSTED A DRAG SHOW THAT EVENING. THE VICTIMS SAY THEY WERE ATTACKED FROM BEHIND AND BEATEN IN THE PARKING LOT AS THEY WERE LEAVING THE BAR, AND THAT THE ATTACKERS WORE MASKS TO COVER THEIR FACES AND ONE POINTED A GUN AT THEM BUT DID NOT FIRE ANY SHOTS. AT LEAST ONE OF THE VICTIMS LOST CONSCIOUSNESS FROM THE ATTACK, AND THREE WERE TREATED AND LATER RELEASED FROM THE HOSPITAL. PASADENA POLICE SAY THEY ARE INVESTIGATING THE INCIDENT AS A POSSIBLE HATE CRIME AGAINST THE LGBTQ+ COMMUNITY."
RIOTS,ASSAULT,2022-08-07,8,7,2022,DISTRICT OF COLUMBIA,WASHINGTON DC - NORTHWEST,0,NO,NO,NO,LGBTQ+ RIGHTS,ANTI-LGBTQ,WTOP RADIO; WUSA9,SUBNATIONAL,NO,"ON 7 AUGUST 2022, 7 TEENAGERS FOLLOWED TWO GAY MEN, THEN PROCEEDED TO PUNCH THEM SEVERAL TIMES IN WASHINGTON DC - NORTHWEST (DISTRICT OF COLUMBIA) WHILE SAYING 'MONKEYPOX F*****.' THE MEN HAD TO GO TO THE HOSPITAL WHERE ONE RECEIVED STITCHES. THE INCIDENT IS BEING INVESTIGATED AS A POTENTIAL HATE CRIME."
RIOTS,ASSAULT,2023-06-10,6,10,2023,ARKANSAS,HOT SPRINGS,0,YES,NO,NO,LGBTQ+ RIGHTS,ANTI-LGBTQ,FOX 16 ARKANSAS,SUBNATIONAL,NO,"ON 10 JUNE 2023, A MAN WHO HAD COME TO SHOW OPPOSITION TO THE HOT SPRINGS PRIDE PARADE IN HOT SPRINGS (ARKANSAS) WAS ARRESTED AFTER ASSAULTING A MAN WHO WAS ATTENDING THE PARADE. THE PARADE ATTENDEE WAS PUNCHED IN THE FACE AND SUFFERED MINOR INJURIES TO HIS EYE, AS WELL AS CHIPPED TEETH. WITNESSES CLAIMED THE ASSAULT TOOK PLACE BECAUSE THE ATTENDEE TRIED TO STOP CHILDREN PARTICIPATING IN THE PARADE FROM SEEING A 'VERY PROVOCATIVE' SIGN BEING HELD BY THE MAN WHO CARRIED OUT THE ASSAULT."
RIOTS,ASSAULT,2023-06-15,6,15,2023,ILLINOIS,GRAYSLAKE,0,YES,NO,NO,LGBTQ+ RIGHTS,ANTI-LGBTQ,WGN CHANNEL 9,SUBNATIONAL,NO,"ON 15 JUNE 2023, A STUDENT AT COLLEGE OF LAKE COUNTY IN GRAYSLAKE (ILLINOIS) TORE DOWN A PRIDE FLAG HANGING BEHIND A DESK AND ALLEGEDLY HIT TWO EMPLOYEES AS THEY TRIED TO INTERVENE. THE STUDENT WAS CHARGED WITH A HATE CRIME AND TWO COUNTS OF AGGRAVATED BATTERY. THERE WERE NO INJURIES OR FATALITIES."
RIOTS,ASSAULT,2024-07-24,7,24,2024,OHIO,COLUMBUS,0,YES,NO,NO,LGBTQ+ RIGHTS,ANTI-LGBTQ,NBC4 (COLUMBUS); TWITTER,NEW MEDIA-SUBNATIONAL,NO,"ON 24 JULY 2024, AN INDIVIDUAL ENTERED A BAR DURING A DRAG SHOW, YELLED HOMOPHOBIC SLURS, AND, WHEN HE WAS ESCORTED OUTSIDE BY A TRANSGENDER WOMAN WHO WAS BARTENDING AT THE BAR IN COLUMBUS (OHIO), PUNCHED HER IN THE FACE. THE TRANSGENDER WOMAN HAD TO GET STITCHES ON HER LIP. THE INDIVIDUAL CAME BACK 15 MINUTES LATER AND TRIED TO ENTER THE BAR AGAIN, BUT THE DOOR WAS LOCKED. HE KICKED THE DOOR AND THE GLASS BROKE."
RIOTS,OTHER WEAPON,2025-06-04,6,4,2025,CALIFORNIA,REDWOOD CITY,0,NO,NO,NO,LGBTQ+ RIGHTS,ANTI-LGBTQ,ABC7 (SAN FRANCISCO),SUBNATIONAL,NO,"ON 4 JUNE 2025, TWO TEENAGERS THREW FIREWORKS AND YELLED ANTI-LGBTQ+ SLURS AT A PRIDE EVENT AT 2200 BROADWAY IN REDWOOD CITY (CALIFORNIA). ONE OF THE TWO PEOPLE ATTACKED SUFFERED MINOR INJURIES. POLICE ARRESTED THE TWO INDIVIDUALS ON SUSPICION OF ASSAULT AND A HATE CRIME."
RIOTS,ASSAULT,2025-08-22,8,22,2025,PENNSYLVANIA,YORK,0,NO,NO,NO,LGBTQ+ RIGHTS,ANTI-LGBTQ,CBS 21 (HARRISBURG),SUBNATIONAL,NO,"ON 22 AUGUST 2025, A GROUP OF 5 PEOPLE HARASSED, FOLLOWED, AND CHOKED AN LGBTQ+ DRAG PERFORMER AT A BREWERY IN YORK (PENNSYLVANIA), ACCORDING TO THE PERFORMER AND WITNESSES. DURING THE EVENT, THE PEOPLE USED OFFENSIVE NAMES FOR THE LGBTQ+ COMMUNITY, AND THE PERSON THEY ASSAULTED LOST CONSCIOUSNESS. THE PERSON LOST CONSCIOUSNESS WHILE BEING CHOKED AND WAS HOSPITALIZED."
PROTESTS,VEHICLE,2021-07-21,7,21,2021,NEW YORK,NEW YORK - MANHATTAN,0,YES,NO,NO,LGBTQ+ RIGHTS,OTHER,1010WINS; ABC7 (NEW YORK),SUBNATIONAL,NO,"ON 21 JULY 2021, PEOPLE GATHERED IN FRONT OF THE 6TH PRECINCT FOR A '#FIRECUERVO' RALLY IN GREENWICH VILLAGE IN NEW YORK - MANHATTAN (NEW YORK) TO DEMAND THE NYPD FIRE SERGEANT, JOSEPH CUERVO, AT THAT PRECINCT. DURING THE EVENT, SOMEONE DROVE THROUGH THE CROWD OF PROTESTERS AND INJURED ONE PERSON WHO WAS LATER SENT TO HOSPITAL."
VIOLENCE AGAINST CIVILIANS,SHOOTING,2020-03-22,3,22,2020,MONTANA,BASIN,0,YES,YES,NO,LGBTQ+ RIGHTS,ANTI-lGBTQ,DAILY INTER LAKE; DEPARTMENT OF JUSTICE; FOX29; LAW & CRIME; USA TODAY,OTHER-SUBNATIONAL,YES,"ON 22 MARCH 2020, A MAN FIRED SEVEN SHOTS FROM AN AK-47 INTO A LGBTQ+ PERSON'S HOME IN BASIN (MONTANA) WHILE YELLING A HOMOPHOBIC SLUR AND SAYING THAT HE WAS TRYING TO KILL THE LGBTQ+ PERSON AND WANTED TO 'GET RID OF THE LESBIANS AND GAYS.' THE PERPETRATOR WAS ARRESTED AND CHARGED WITH HATE CRIME AND FIREARM VIOLATIONS. ON 17 FEBRUARY 2023, THE MAN WAS CONVICTED ON CHARGES INCLUDING A HATE CRIME AND AN ATTEMPT TO KILL SOMEBODY. LATER, AROUND 14 JUNE 2023, THE MAN WAS SENTENCED TO 18 YEARS IN PRISON AND FIVE YEARS OF SUPERVISED PROBATION."
BATTLES,VEHICLE,2020-06-29,6,29,2020,CALIFORNIA,TORRANCE,0,YES,YES,YES,OTHER,ANTI-BLACK,NEW YORK TIMES; VICE NEWS,NATIONAL,YES,"ON 29 JUNE 2020, A MAN, ALLEGEDLY LINKED TO KU KLUX KLAN, DROVE INTO A GROUP OF AFRICAN-AMERICAN PEOPLE AT A PARKING LOT IN TORRANCE (CALIFORNIA). THE SUSPECT HAD VERBALLY ATTACKED THE GROUP BEFORE SPEEDING TOWARDS THEM, LEADING ONE OF THE VICTIMS, AN OFF-DUTY SECURITY GUARD, TO SHOOT IN SELF-DEFENSE. POLICE FORCES INTERVENED, ALTHOUGH THE SUSPECT MANAGED TO ESCAPE. NEITHER INJURIES NOR FATALITIES WERE REPORTED. THE PERPETRATOR WAS LATER ARRESTED WITH HATE CRIME AND ASSAULT CHARGES."
BATTLES,SHOOTING,2022-11-13,11,13,2022,OHIO,SPRINGFIELD,0,YES,YES,YES,OTHER,ANTI-BLACK,SPRINGFIELD NEWS-SUN,SUBNATIONAL,NO,"ON 13 NOVEMBER 2022, A PERSON CLAIMING TO BE A MEMBER OF THE KU KLUX KLAN PULLED A GUN ON A PASSENGER HE HAD AGREED TO DRIVE IN HIS CAR TO A GAS STATION IN SPRINGFIELD (OHIO), CLAIMING TO HAVE BEEN SENT BY THE KKK TO KILL HIM. THE VICTIM WAS ABLE TO WALK INTO THE CONVENIENCE STORE TO ASK FOR HELP, AND EMPLOYEES WERE ABLE TO LOCK THE DOORS UNTIL POLICE ARRIVED. THE ARMED INDIVIDUAL ATTEMPTED TO GET IN UNTIL POLICE ARRIVED. A SHOOTOUT OCCURRED WHEN POLICE ARRIVED, LEADING TO THE MAN BEING HIT AND SENT TO THE HOSPITAL."
EXPLOSIONS/REMOTE VIOLENCE,BOMB,2022-12-13,12,13,2022,CALIFORNIA,FRESNO,0,NO,YES,NO,OTHER,OTHER,FRESNO BEE,SUBNATIONAL,NO,"ON 13 DECEMBER 2022, AN UNKNOWN GROUP BLEW UP A CAR AT 5674 E. CLINTON AVE IN FRESNO (CALIFORNIA). ON MARCH 1, 2023, THE POLICE ARRESTED FIVE PEOPLE IN CONNECTION TO THE BOMBINGS. THEY ALSO SEIZED BOMB MAKING MATERIALS, FIREARMS, AND WHITE SUPREMACIST PARAPHERNALIA, INCLUDING NAZI FLAGS. IT IS NOT CURRENTLY KNOWN WHETHER OR NOT THE FIVE PEOPLE ARRESTED BELONG TO A SPECIFIC GROUP. NO INJURIES AND NO FATALITIES."
EXPLOSIONS/REMOTE VIOLENCE,BOMB,2023-01-06,1,6,2023,CALIFORNIA,FRESNO,0,NO,YES,NO,OTHER,OTHER,CBS47; FRESNO BEE,SUBNATIONAL,NO,"ON 6 JANUARY 2023, AN UNKNOWN PERSON OR GROUP DETONATED A PIPE BOMB INSIDE A CAR AT 3560 WEST SAN JOSE AVE IN FRESNO (CALIFORNIA). ON MARCH 1, 2023, THE POLICE ARRESTED FIVE PEOPLE SUSPECTED TO BE CONNECTED TO THE BOMBINGS. THEY ALSO SEIZED BOMB MAKING MATERIALS, FIREARMS, AND WHITE SUPREMACIST PARAPHERNALIA, INCLUDING NAZI FLAGS. IT IS NOT CURRENTLY KNOWN WHETHER OR NOT THE FIVE PEOPLE ARRESTED BELONG TO A SPECIFIC GROUP. NO INJURIES AND NO FATALITIES."
EXPLOSIONS/REMOTE VIOLENCE,BOMB,2023-01-08,1,8,2023,CALIFORNIA,FRESNO,0,NO,YES,NO,OTHER,OTHER,FRESNO BEE,SUBNATIONAL,NO,"ON 8 JANUARY 2023, AN UNKNOWN GROUP BLEW UP A CAR AT 3560 WEST SAN JOSE AVE IN FRESNO (CALIFORNIA). ON MARCH 1, 2023, THE POLICE ARRESTED FIVE PEOPLE IN CONNECTION TO THE BOMBINGS. THEY ALSO SEIZED BOMB MAKING MATERIALS, FIREARMS, AND WHITE SUPREMACIST PARAPHERNALIA, INCLUDING NAZI FLAGS. IT IS NOT CURRENTLY KNOWN WHETHER OR NOT THE FIVE PEOPLE ARRESTED BELONG TO A SPECIFIC GROUP. NO INJURIES AND NO FATALITIES."
EXPLOSIONS/REMOTE VIOLENCE,BOMB,2023-01-27,1,27,2023,CALIFORNIA,FRESNO,0,NO,YES,NO,OTHER,OTHER,FRESNO BEE,SUBNATIONAL,NO,"ON 27 JANUARY 2023, AN UNKNOWN GROUP BLEW UP A CAR AND A MAILBOX AT 2763 NORTH ARGYLE AVE AND 5674 EAST CLINTON AVE IN FRESNO (CALIFORNIA). ON MARCH 1, 2023, THE POLICE ARRESTED FIVE PEOPLE IN CONNECTION TO THE BOMBINGS. THEY ALSO SEIZED BOMB MAKING MATERIALS, FIREARMS, AND WHITE SUPREMACIST PARAPHERNALIA, INCLUDING NAZI FLAGS. IT IS NOT CURRENTLY KNOWN WHETHER OR NOT THE FIVE PEOPLE ARRESTED BELONG TO A SPECIFIC GROUP. NO INJURIES AND NO FATALITIES."
EXPLOSIONS/REMOTE VIOLENCE,BOMB,2023-02-19,2,19,2023,CALIFORNIA,FRESNO,0,NO,YES,NO,OTHER,OTHER,FRESNO BEE,SUBNATIONAL,NO,"ON 19 FEBRUARY 2023, AN UNKNOWN GROUP BLEW UP A CAR AT 377 WEST FALLBROOK AVE IN FRESNO (CALIFORNIA). ON MARCH 1, 2023, THE POLICE ARRESTED FIVE PEOPLE IN CONNECTION TO THE BOMBINGS. THEY ALSO SEIZED BOMB MAKING MATERIALS, FIREARMS, AND WHITE SUPREMACIST PARAPHERNALIA, INCLUDING NAZI FLAGS. IT IS NOT CURRENTLY KNOWN WHETHER OR NOT THE FIVE PEOPLE ARRESTED BELONG TO A SPECIFIC GROUP. NO INJURIES AND NO FATALITIES."
VIOLENCE AGAINST CIVILIANS,SHOOTING,2021-06-26,6,26,2021,MASSACHUSETTS,WINTHROP,3,YES,YES,NO,OTHER,"ANTI-BLACK, ANTISEMITIC",ANTI-DEFAMATION LEAGUE; WASHINGTON POST,NATIONAL,YES,"ON 26 JUNE 2021, A MAN SHOT AND KILLED TWO BLACK BYSTANDERS IN WINTHROP (MASSACHUSETTS) IN AN UNPROVOKED ATTACK. THE MAN STOLE A PLUMBER'S TRUCK, CRASHED IT INTO A HOUSE AND SHOT A BLACK WOMAN THREE TIMES IN THE BACK. AROUND THE SAME TIME, THE GUNMAN ALSO SHOT ANOTHER BLACK MAN SEVEN TIMES IN THE HEAD AND IN THE TORSO. A WINTHROP POLICE SERGEANT ARRIVED AT THE SCENE, ORDERED THE GUNMAN TO DROP HIS WEAPONS AND THEN SHOT AND KILLED THE GUNMAN. AUTHORITIES ARE INVESTIGATING THE SHOOTINGS AS HATE CRIMES AND ALLEGEDLY FOUND THAT THE GUNMAN HAD WHITE NATIONALIST, ANTI-BLACK, AND ANTI-SEMITIC PARAPHERNALIA."
VIOLENCE AGAINST CIVILIANS,ASSAULT,2021-08-28,8,28,2021,CALIFORNIA,WALNUT CREEK,0,YES,YES,NO,OTHER,"ANTI-BLACK, ANTISEMITIC",EAST BAY TIMES,SUBNATIONAL,NO,"ON 28 AUGUST 2021, A MAN SEXUALLY ASSAULTED AND ATTEMPTED TO RAPE A TEENAGE BLACK GIRL IN WALNUT CREEK (CALIFORNIA) AS SHE WAS WAITING AT A CROSSWALK. MULTIPLE BYSTANDERS CALLED 9-1-1 WHICH CAUSED HIM TO STOP THE ATTACK. DURING A POLICE INTERVIEW, THE MAN, WHO HAD SEVERAL SWASTIKAS AND NEO-NAZI SYMBOLS ON HIS LEG, EXPRESSED HATRED TOWARDS BLACK PEOPLE. HE WAS CHARGED WITH ASSAULT, ATTEMPTED RAPE, SEXUAL BATTERY, LEWD ACT UPON A CHILD, AND POSSESSION OF CHILD PORNOGRAPHY. NO HATE CRIME CHARGES WERE FILED."
VIOLENCE AGAINST CIVILIANS,OTHER WEAPON,2022-03-15,3,15,2022,CALIFORNIA,TRACY,1,NO,YES,NO,OTHER,"ANTI-BLACK, ANTISEMITIC",CW31; FOX40 (SACRAMENTO); KCRA3,SUBNATIONAL,NO,"ON 15 MARCH 2022, TWO PEOPLE SHOT AND THEN FATALLY STABBED A BLACK MAN, WHO WAS A NAVY VETERAN, IN WHAT POLICE CALLED AN UNPROVOKED AND RANDOM ATTACK AT THE CHEVRON GAS STATION ON NORTH TRACY BLVD IN TRACY (CALIFORNIA). THE VICTIM DIED FROM HIS INJURIES SHORTLY AFTER ARRIVING AT THE HOSPITAL. POLICE SAY THE VICTIM WAS TARGETED BASED ON HIS RACE, AND THREE PEOPLE WERE LATER ARRESTED AND CHARGED FOR THE KILLING, WHICH INCLUDE HATE CRIME CHARGES. THE SAN JOAQUIN COUNTY DISTRICT ATTORNEY TORI VERBER SALAZAR SAID THAT THE PERPETRATORS HAVE A KNOWN HISTORY OF SUPPORT FOR 'NAZIS, WHITE PRIDE, SKINHEADS, AND THE ARYAN BROTHERHOOD,' AND ONE PERPETRATOR HAS SWASTIKA AND 'WHITE PRIDE' TATTOOS. A THIRD PERSON WAS ARRESTED FOR 'ACCESSORY AFTER THE FACT' CHARGES."
VIOLENCE AGAINST CIVILIANS,OTHER WEAPON,2022-04-16,4,16,2022,CALIFORNIA,LAKESIDE,0,NO,YES,YES,OTHER,"ANTI-BLACK, SEXIST",KPBS; NBC 7 SAN DIEGO; LEFT COAST RIGHT WATCH,SUBNATIONAL-NATIONAL,NO,"ON 16 APRIL 2022, AT LEAST 5 PEOPLE, INCLUDING TWO WHITE JUVENILES, AND THREE ADULTS APPROACHED A LONE BLACK TEENAGE GIRL IN LAKESIDE (CALIFORNIA) AND YELLED RACIAL AND SEXIST SLURS AT HER. ONE MEMBER OF THE GROUP BEGAN TO BEAT HER WITH A METAL ROD, AND ANOTHER PERSON STABBED HER IN THE BACK. COMMUNITY ADVOCATES SAY AT LEAST ONE OF THE PERPETRATORS IS AFFILIATED WITH A WHITE SUPREMACIST GANG THE LAKESIDE GANGSTERS. ONE PERSON WAS ARRESTED FOR 'BRANDISHING A WEAPON' BUT RELEASED, AND ANOTHER WAS ARRESTED FOR THE STABBING AND NOW FACES MULTIPLE CHARGES, INCLUDING ATTEMPTED MURDER. EACH CHARGE INCLUDES ADDED HATE CRIME CHARGES. THIS PERSON PLEADED 'NOT GUILTY' IN HIS FIRST COURT APPEARANCE. THE VICTIM WAS TREATED FOR HER INJURIES AT THE HOSPITAL."
VIOLENCE AGAINST CIVILIANS,SHOOTING,2022-05-14,5,14,2022,NEW YORK,BUFFALO,10,YES,YES,NO,OTHER,ANTI-BLACK,NPR; SOUTHERN POVERTY LAW CENTER,OTHER-NATIONAL,YES,"ON 14 MAY 2022, A MAN ARMED WITH A RIFLE SHOT AND KILLED 10 PEOPLE AT A GROCERY STORE IN A PREDOMINANTLY BLACK AREA IN BUFFALO (NEW YORK). THREE ADDITIONAL PEOPLE WERE INJURED. THE MAJORITY OF THE VICTIMS WERE AFRICAN AMERICAN, AND THE ATTACKER WAS ARRESTED BY POLICE AT THE SCENE. LOCAL OFFICIALS DESCRIBED THE ATTACK AS A 'RACIALLY MOTIVATED HATE CRIME,' STATING THAT THE SHOOTER TARGETED PEOPLE AT RANDOM BECAUSE THEY WERE BLACK AND HAD A RACIST SLUR WRITTEN ON THE SIDE OF HIS RIFLE. FBI AGENTS WHO LATER SEARCHED THE ATTACKER'S HOUSE SAID HE HAD LEFT A NOTE TO HIS PARENTS EXPLAINING THAT HE 'HAD TO COMMIT THIS ATTACK' BECAUSE HE CARES FOR 'THE FUTURE OF THE WHITE RACE.' THE ATTACKER LIVESTREAMED THE ATTACK AND POLICE BELIEVE HE IS THE AUTHOR OF AN ONLINE MANIFESTO DETAILING HIS WHITE SUPREMACIST IDEOLOGY AND HIS PLANS TO TARGET THE AFRICAN AMERICAN COMMUNITY. THE ATTACKER WAS LATER CHARGED WITH FIRST-DEGREE MURDER, DOMESTIC TERRORISM, AND FEDERAL HATE CRIMES."
VIOLENCE AGAINST CIVILIANS,SHOOTING,2025-08-27,8,27,2025,MINNESOTA,MINNEAPOLIS,3,YES,YES,NO,OTHER,OTHER,10TV; FOX2 DETROIT; INSTITUTE FOR RESEARCH & EDUCATION ON HUMAN RIGHTS; NPR; PATCH; TWITTER; WTHR13,OTHER-NEW MEDIA,YES,"ON 27 AUGUST 2025, AN ARMED 23-YEAR-OLD ENTERED AN ALL-SCHOOL MASS AT ANNUNCIATION CATHOLIC SCHOOL IN MINNEAPOLIS (MINNESOTA) AND OPENED FIRE. THE SHOOTER FIRED 116 ROUNDS, INJURING 15 CHILDREN AND 3 ADULTS AND KILLING AN 8-YEAR-OLD AND A 10-YEAR-OLD STUDENT, BEFORE KILLING THEMSELVES WITH A SELF-INFLICTED GUNSHOT. SIX STUDENTS AND ONE ADULT WERE IN CRITICAL CONDITION. THE SHOOTER WAS A FORMER STUDENT WHO GRADUATED IN 2017. THE SHOOTER'S RIFLE, AMMUNITION CLIP, AND OTHER ITEMS HAD NAMES AND REFERENCES TO OTHER MASS SHOOTERS, NEO-NAZI SLOGANS, AND RACIAL SLURS, AS WELL AS A CALL TO KILL DONALD TRUMP. AMONG THESE REFERENCES WERE THOSE TO A SHOOTER AT A PITTSBURGH SYNAGOGUE, THE OKLAHOMA CITY BOMBER, THE 1966 TEXAS TOWER SNIPER, THE 1989 MONTREAL ECOLE POLYTECHNIQUE SHOOTER, A 2007 FINNISH SCHOOL SHOOTER, THE SANDY HOOK SCHOOL SHOOTER, THE 2012 AURORA THEATER SHOOTER, THE 2018 CRIMEAN SCHOOL SHOOTER, REFERENCES TO THE FEDERAL STAND-OFF WITH WACO, AND THE SHOOTING OF TWO MOSQUES IN CHRISTCHURCH, NEW ZEALAND. THE SHOOTER ALSO WROTE ANTISEMITIC RHETORIC ON ITEMS USED IN THE ATTACK, INCLUDING A SMOKE BOMB LABELED WITH 'JEW GAS.' AMONG OTHER MESSAGES WERE RACIST SLOGANS DIRECTED AT HISPANIC, BLACK, CHRISTIAN, LGBTQ+, AND MUSLIM PEOPLE. HOWEVER, STILL OTHER WRITINGS INCLUDED 'THERE IS NO MESSAGE,' 'PSYCHO KILLER,' AND 'SKIBIDI,' A REFERENCE TO A MEME, WHILE IN A YOUTUBE VIDEO THE SHOOTER REFERRED TO THEIR ACTIONS AS 'A MASTERPIECE' AND 'ART,' LEADING SOME ANALYSTS TO CONCLUDE THAT THE SHOOTER HAD MORE A FASCINATION WITH MASS VIOLENCE AND GAINING NOTORIETY THAN ANY PARTICULAR POLITICAL IDEOLOGY. THE SHOOTER HAD LEGALLY CHANGED THEIR NAME IN 2020, AND COURT DOCUMENTS INDICATED THAT THE SHOOTER'S MOTHER SOUGHT THE CHANGE BECAUSE HER CHILD 'IDENTIFIES AS FEMALE.' HOWEVER, IN THEIR MANIFESTO, THE SHOOTER SAID THAT THEY WERE 'TIRED OF BEING TRANS,' LEADING SOME TO SPECULATE THAT THEY HAD 'DETRANSITIONED,' THOUGH WHETHER THIS WAS THE CASE WAS NOT IMMEDIATELY CLEAR. THE FBI IS INVESTIGATING THE ATTACK AS A HATE CRIME."
VIOLENCE AGAINST CIVILIANS,SHOOTING,2023-08-26,8,26,2023,FLORIDA,JACKSONVILLE,4,YES,YES,NO,OTHER,"ANTI-BLACK, ANTISEMITIC",NEW YORK TIMES,NATIONAL,YES,"ON 26 AUGUST 2023, A 21-YEAR-OLD WHITE GUNMAN ENTERED A DOLLAR GENERAL STORE IN JACKSONVILLE (FLORIDA) WHERE HE KILLED THREE BLACK PEOPLE AND THEN KILLED HIMSELF. ONE OF THE VICTIMS WAS KILLED IN HER CAR IN THE PARKING LOT, WHILE TWO OTHERS WERE KILLED INSIDE THE STORE. THE SHOOTER HAD A HANDGUN AND A RIFLE WITH SWASTIKAS EMBLAZONED ON THE SIDES, AND AUTHORITIES FOUND RACIST WRITINGS ON HIS LAPTOP. THE SHOOTER TEXTED HIS FATHER DURING THE ATTACK AND INSTRUCTED HIM TO BREAK INTO HIS ROOM, WHERE HIS FATHER FOUND A SUICIDE NOTE ALONG WITH THE RACIST WRITINGS. THE CRIME IS BEING TREATED AS A HATE CRIME BY INVESTIGATORS. SHORTLY BEFORE THE SHOOTING, SECURITY AT EDWARD WATERS UNIVERSITY, A NEARBY HISTORICALLY BLACK SCHOOL, SAID THE MAN WAS SPOTTED ON CAMPUS AND WAS ASKED TO LEAVE WHEN HE REFUSED TO IDENTIFY HIMSELF. SECURITY SAID THEY SAW HIM PUTTING ON A BULLET-RESISTANT VEST AND MASK BEFORE DRIVING AWAY, THOUGH THE JACKSONVILLE SHERIFF SAID THAT THERE WAS NO EVIDENCE HE PLANNED TO ATTACK THE SCHOOL. 4 FATALITIES."
RIOTS,ASSAULT,2020-06-16,6,16,2020,WASHINGTON,SEATTLE - CHOP,0,NO,YES,YES,OTHER,OTHER,POLITICAL RESEARCH ASSOCIATES; TWITTER,OTHER-NEW MEDIA,NO,"ON 16 JUNE 2020, A GROUP OF FIVE PROUD BOYS ATTACKED A CIVILIAN IN THE SEATTLE - CHOP (WASHINGTON), DESTROYING HIS PHONE AND REPEATEDLY BEATING THE VICTIM. IT IS UNCLEAR WHAT CAUSED THE FIGHT."
